"","gender","is_senior_citizen","partner","dependents","phone_service","internet_service","payment_type","monthly_charges","total_charges","churn","tenure"
"330","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",101,2754.45,"Yes",27
"331","Male","No","No","No","One line","DSL","Mailed check",46,45.7,"Yes",1
"332","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",104,5278.15,"Yes",50
"333","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",100,1056.95,"Yes",10
"334","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",101,3527.3,"No",34
"335","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",105,5794.45,"No",55
"336","Female","No","No","Yes","None","DSL","Mailed check",30,201.95,"No",6
"337","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",86,4713.4,"No",55
"338","Female","Yes","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",96,1346.3,"No",14
"339","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",83,1799.3,"No",21
"340","Female","No","No","No","One line","Fiber optic","Electronic check",84,247.25,"Yes",2
"341","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",89,5294.6,"No",59
"342","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",75,242,"Yes",3
"343","Male","No","No","Yes","One line","None","Mailed check",20,19.55,"No",1
"344","Male","No","No","No","One line","Fiber optic","Mailed check",75,544.55,"Yes",7
"345","Male","Yes","Yes","No","None","DSL","Electronic check",30,118.25,"No",3
"346","Female","No","No","No","One line","Fiber optic","Electronic check",80,1011.8,"No",12
"347","Male","No","No","No","One line","DSL","Mailed check",50,160.85,"No",3
"348","Female","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",90,5538.8,"No",61
"349","Female","No","No","Yes","One line","DSL","Mailed check",53,718.1,"No",13
"350","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",100,3527.6,"Yes",35
"351","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",81,788.8,"Yes",9
"352","Male","No","Yes","Yes","One line","Fiber optic","Bank transfer",93,4122.9,"No",44
"353","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",99,5812.6,"Yes",58
"354","Female","No","No","No","One line","Fiber optic","Mailed check",80,526.7,"Yes",6
"355","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",74,1463.5,"Yes",19
"356","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",98,1230.25,"Yes",12
"357","Male","No","Yes","Yes","None","DSL","Mailed check",36,432.25,"No",12
"358","Female","No","No","No","One line","Fiber optic","Mailed check",70,497.3,"No",7
"359","Male","No","No","No","One line","Fiber optic","Electronic check",96,3183.4,"Yes",33
"360","Female","No","No","No","One line","Fiber optic","Mailed check",71,70.8,"Yes",1
"361","Male","No","No","No","One line","Fiber optic","Electronic check",90,89.55,"Yes",1
"362","Female","No","No","No","One line","None","Mailed check",20,19.65,"No",1
"363","Female","No","No","No","None","DSL","Mailed check",29,98.5,"No",3
"364","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",99,7007.6,"Yes",70
"365","Female","No","Yes","Yes","None","DSL","Electronic check",51,2036.55,"No",40
"366","Female","No","No","No","One line","DSL","Electronic check",54,140.4,"No",2
"367","Male","No","No","No","One line","DSL","Electronic check",49,874.8,"Yes",17
"368","Female","No","No","Yes","One line","DSL","Mailed check",49,953.65,"No",19
"369","Male","Yes","No","Yes","One line","DSL","Mailed check",46,344.2,"No",7
"370","Male","No","No","No","One line","None","Mailed check",20,20.1,"Yes",1
"371","Female","No","No","No","One line","None","Bank transfer",20,137.6,"Yes",6
"372","Male","No","No","No","One line","Fiber optic","Bank transfer",96,492.55,"Yes",5
"373","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",101,6690.75,"No",66
"374","Male","No","No","No","One line","None","Mailed check",19,19.05,"No",1
"375","Male","Yes","No","No","One line","Fiber optic","Electronic check",70,572.85,"No",8
"376","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",91,5116.6,"No",56
"377","Female","No","Yes","No","None","DSL","Electronic check",25,24.8,"Yes",1
"378","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",75,825.7,"Yes",11
"379","Female","No","No","No","One line","Fiber optic","Credit card",69,1815.65,"No",26
"380","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",102,2917.65,"No",28
"381","Male","No","No","No","One line","None","Mailed check",20,19.55,"Yes",1
"382","Female","No","No","No","One line","Fiber optic","Electronic check",71,70.85,"Yes",1
"383","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",104,6479.4,"No",62
"384","Male","No","Yes","Yes","One line","DSL","Credit card",79,4663.4,"No",58
"385","Male","No","Yes","Yes","One line","None","Mailed check",21,414.95,"No",20
"386","Female","No","No","No","One line","Fiber optic","Bank transfer",70,2868.05,"Yes",40
"387","Female","No","Yes","Yes","One line","None","Credit card",21,139.75,"No",6
"388","Male","No","No","No","One line","Fiber optic","Credit card",71,1493.55,"No",21
"389","Female","No","Yes","No","None","DSL","Credit card",36,646.05,"No",18
"390","Female","No","Yes","Yes","One line","None","Mailed check",20,780.25,"No",39
"391","Female","No","No","No","One line","None","Mailed check",20,27.55,"No",1
"392","Female","No","No","No","One line","None","Mailed check",20,391.7,"No",19
"393","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Mailed check",110,5953,"No",54
"394","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",70,69.9,"Yes",1
"395","Male","No","No","No","One line","None","Mailed check",20,20.15,"Yes",1
"396","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85,85.05,"Yes",1
"397","Female","No","Yes","Yes","One line","Fiber optic","Bank transfer",108,5935.1,"No",54
"398","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",99,1587.55,"Yes",16
"399","Female","No","No","Yes","One line","Fiber optic","Electronic check",71,472.65,"No",6
"400","Female","Yes","Yes","No","None","DSL","Electronic check",31,82.85,"No",2
"401","Male","No","No","Yes","One line","Fiber optic","Bank transfer",70,69.75,"Yes",1
"402","Female","No","Yes","Yes","One line","Fiber optic","Mailed check",69,69.1,"Yes",1
"403","Female","No","No","No","One line","None","Mailed check",20,59.75,"Yes",3
"404","Male","Yes","No","Yes","One line","DSL","Electronic check",55,601.25,"No",11
"405","Male","No","No","No","One line","Fiber optic","Electronic check",77,1313.55,"Yes",17
"406","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",95,4504.55,"Yes",47
"407","Female","No","No","No","One line","DSL","Credit card",55,2455.05,"No",45
"408","Female","No","No","No","One line","None","Bank transfer",19,19.25,"No",1
"409","Male","No","Yes","No","None","DSL","Mailed check",50,836.35,"No",16
"410","Female","No","Yes","No","Two-plus lines","DSL","Electronic check",51,711.15,"No",13
"411","Male","No","Yes","Yes","Two-plus lines","DSL","Electronic check",64,1802.15,"No",27
"412","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",106,2998,"No",28
"413","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",108,6780.1,"No",62
"414","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",90,1424.95,"Yes",15
"415","Male","No","No","Yes","Two-plus lines","DSL","Credit card",55,3092.65,"Yes",56
"416","Female","No","No","No","One line","DSL","Mailed check",54,834.15,"Yes",15
"417","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",71,70.65,"Yes",1
"418","Female","Yes","No","No","One line","DSL","Mailed check",44,2106.05,"No",48
"419","Male","No","Yes","No","One line","DSL","Electronic check",54,1389.85,"No",25
"420","Female","No","No","No","One line","None","Mailed check",20,19.85,"No",1
"421","Female","No","No","No","Two-plus lines","None","Mailed check",25,475.25,"No",19
"422","Male","No","No","No","None","DSL","Bank transfer",30,75.6,"Yes",2
"423","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",86,169.8,"Yes",1
"424","Female","No","No","No","One line","None","Electronic check",20,19.75,"No",1
"425","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",75,74.95,"Yes",1
"426","Female","No","Yes","Yes","One line","None","Electronic check",20,321.4,"No",15
"427","Male","No","Yes","Yes","Two-plus lines","DSL","Credit card",75,3023.55,"No",40
"428","Male","No","Yes","No","Two-plus lines","Fiber optic","Credit card",89,1672.35,"No",18
"429","Female","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",85,5869.4,"No",68
"430","Male","No","Yes","No","Two-plus lines","None","Electronic check",25,1139.2,"No",44
"431","Female","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",90,2423.4,"No",26
"432","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",89,990.3,"No",11
"433","Male","No","Yes","No","One line","Fiber optic","Electronic check",80,857.2,"Yes",10
"434","Female","No","No","No","One line","Fiber optic","Credit card",84,3233.6,"Yes",38
"435","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",95,2462.55,"No",25
"436","Male","No","No","No","One line","None","Bank transfer",20,19.65,"No",1
"437","Male","No","No","No","One line","Fiber optic","Electronic check",91,1135.7,"Yes",12
"438","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",74,520,"Yes",7
"439","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",74,294.45,"No",3
"440","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85,695.75,"No",8
"441","Female","No","Yes","No","One line","DSL","Bank transfer",54,690.5,"No",12
"442","Female","No","No","No","One line","DSL","Mailed check",60,415.95,"Yes",6
"443","Male","No","Yes","Yes","One line","DSL","Electronic check",50,939.8,"No",18
"444","Male","No","No","No","One line","Fiber optic","Mailed check",86,244.85,"No",2
"445","Female","No","No","No","One line","DSL","Bank transfer",50,267.35,"Yes",5
"446","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",90,5450.7,"No",60
"447","Female","No","No","No","None","DSL","Mailed check",48,202.25,"No",4
"448","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",108,4964.7,"No",45
"449","Male","No","Yes","Yes","One line","Fiber optic","Electronic check",76,1901.05,"No",25
"450","Female","No","Yes","Yes","One line","None","Mailed check",19,233.55,"Yes",12
"451","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",77,663.55,"No",8
"452","Male","No","Yes","Yes","One line","None","Bank transfer",20,745.3,"No",36
"453","Male","No","No","Yes","Two-plus lines","None","Mailed check",26,184.05,"No",6
"454","Male","Yes","No","No","One line","Fiber optic","Electronic check",79,1218.25,"No",15
"455","Female","No","No","No","One line","DSL","Mailed check",50,114.7,"Yes",2
"456","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",106,5341.8,"Yes",50
"457","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",75,1570.7,"No",20
"458","Male","No","No","No","Two-plus lines","DSL","Mailed check",65,209.9,"No",3
"459","Male","Yes","No","No","One line","Fiber optic","Credit card",90,1266.1,"Yes",13
"460","Female","No","No","No","One line","None","Mailed check",20,389.25,"No",19
"461","Male","No","No","No","One line","None","Mailed check",20,20.1,"Yes",1
"462","Female","No","Yes","Yes","One line","DSL","Mailed check",50,2169.4,"No",43
"463","Male","No","No","No","Two-plus lines","DSL","Mailed check",54,114.1,"Yes",2
"464","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",80,303.7,"No",3
"465","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",100,3186.65,"Yes",31
"466","Male","No","Yes","Yes","One line","None","Mailed check",19,86.05,"No",4
"467","Male","No","No","No","One line","DSL","Electronic check",54,195.3,"Yes",3
"468","Male","Yes","No","No","None","DSL","Bank transfer",35,768.45,"No",22
"469","Female","No","Yes","No","One line","Fiber optic","Bank transfer",76,655.9,"Yes",8
"470","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",97,5283.95,"Yes",54
"471","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",85,1375.15,"Yes",16
"472","Male","Yes","No","No","None","DSL","Electronic check",44,526.95,"Yes",12
"473","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",89,372.45,"Yes",4
"474","Male","No","No","No","One line","Fiber optic","Electronic check",80,79.9,"Yes",1
"475","Male","Yes","No","No","One line","Fiber optic","Electronic check",90,1648.45,"No",18
"476","Male","No","Yes","No","One line","DSL","Mailed check",70,564.4,"No",8
"477","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",79,149.55,"Yes",1
"478","Male","No","No","No","One line","Fiber optic","Electronic check",90,2187.15,"No",24
"479","Male","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",79,3344.1,"No",42
"480","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",106,2249.95,"Yes",21
"481","Female","No","No","No","Two-plus lines","DSL","Electronic check",50,913.3,"No",18
"482","Male","No","Yes","No","One line","Fiber optic","Electronic check",85,959.9,"No",11
"483","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",76,220.6,"Yes",2
"484","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",111,5832,"No",52
"485","Male","No","No","No","None","DSL","Bank transfer",30,1380.1,"Yes",45
"486","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",98,5149.5,"Yes",52
"487","Female","Yes","No","No","Two-plus lines","DSL","Credit card",55,757.1,"Yes",13
"488","Female","No","No","No","None","DSL","Bank transfer",25,189.95,"No",7
"489","Male","No","No","No","None","DSL","Electronic check",24,24.25,"Yes",1
"490","Male","No","No","No","None","DSL","Electronic check",25,190.25,"No",7
"491","Female","No","No","No","One line","None","Mailed check",20,83.3,"No",4
"492","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",86,834.1,"Yes",9
"493","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",103,6603,"Yes",63
"494","Male","No","No","Yes","One line","None","Mailed check",20,128.6,"No",6
"495","Male","No","Yes","No","One line","Fiber optic","Credit card",94,5731.85,"No",60
"496","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",80,1029.35,"No",12
"497","Male","No","No","No","One line","None","Bank transfer",20,20.05,"Yes",1
"498","Male","No","Yes","Yes","Two-plus lines","DSL","Bank transfer",72,1957.1,"No",27
"499","Male","No","No","No","One line","DSL","Electronic check",61,688.5,"No",11
"500","Female","No","Yes","Yes","Two-plus lines","DSL","Electronic check",49,349.8,"No",7
"501","Male","No","No","No","One line","DSL","Credit card",79,483.3,"No",6
"502","Male","No","Yes","Yes","One line","DSL","Bank transfer",60,683.25,"No",11
"503","Male","No","Yes","Yes","None","DSL","Bank transfer",30,678.75,"No",22
"504","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",70,70.3,"Yes",1
"505","Female","No","Yes","Yes","Two-plus lines","DSL","Electronic check",66,740.8,"Yes",11
"506","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",94,424.45,"Yes",4
"507","Female","No","No","No","One line","DSL","Mailed check",49,1536.75,"No",31
"508","Male","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",91,1430.05,"No",15
"509","Female","No","No","No","One line","None","Mailed check",20,164.85,"Yes",8
"510","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",81,1248.9,"No",15
"511","Female","No","No","No","One line","None","Credit card",20,147.55,"No",7
