"","gender","is_senior_citizen","partner","dependents","phone_service","internet_service","payment_type","monthly_charges","total_charges","churn"
"323","Male","No","No","No","Two-plus lines","DSL","Bank transfer",65.75,1111.2,"No"
"324","Female","No","No","No","One line","Fiber optic","Electronic check",79.55,723.4,"Yes"
"325","Female","Yes","No","No","One line","Fiber optic","Credit card",84.6,865.55,"Yes"
"326","Female","No","No","No","One line","Fiber optic","Credit card",85.4,425.9,"Yes"
"327","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",86.4,4922.4,"No"
"328","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",101.15,385.9,"Yes"
"329","Female","No","No","No","One line","None","Mailed check",19.5,31.55,"Yes"
"330","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",101.25,2754.45,"Yes"
"331","Male","No","No","No","One line","DSL","Mailed check",45.7,45.7,"Yes"
"332","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",104.3,5278.15,"Yes"
"333","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",99.5,1056.95,"Yes"
"334","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",100.85,3527.3,"No"
"335","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",105.35,5794.45,"No"
"336","Female","No","No","Yes","None","DSL","Mailed check",29.8,201.95,"No"
"337","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",85.5,4713.4,"No"
"338","Female","Yes","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",95.8,1346.3,"No"
"339","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",83.05,1799.3,"No"
"340","Female","No","No","No","One line","Fiber optic","Electronic check",83.75,247.25,"Yes"
"341","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",89.45,5294.6,"No"
"342","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",75.25,242,"Yes"
"343","Male","No","No","Yes","One line","None","Mailed check",19.55,19.55,"No"
"344","Male","No","No","No","One line","Fiber optic","Mailed check",74.65,544.55,"Yes"
"345","Male","Yes","Yes","No","None","DSL","Electronic check",29.9,118.25,"No"
"346","Female","No","No","No","One line","Fiber optic","Electronic check",80.5,1011.8,"No"
"347","Male","No","No","No","One line","DSL","Mailed check",50.15,160.85,"No"
"348","Female","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",89.6,5538.8,"No"
"349","Female","No","No","Yes","One line","DSL","Mailed check",53.45,718.1,"No"
"350","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",100.25,3527.6,"Yes"
"351","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",80.7,788.8,"Yes"
"352","Male","No","Yes","Yes","One line","Fiber optic","Bank transfer",92.95,4122.9,"No"
"353","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",98.7,5812.6,"Yes"
"354","Female","No","No","No","One line","Fiber optic","Mailed check",80.3,526.7,"Yes"
"355","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",73.65,1463.5,"Yes"
"356","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",98.15,1230.25,"Yes"
"357","Male","No","Yes","Yes","None","DSL","Mailed check",35.5,432.25,"No"
"358","Female","No","No","No","One line","Fiber optic","Mailed check",69.9,497.3,"No"
"359","Male","No","No","No","One line","Fiber optic","Electronic check",96.2,3183.4,"Yes"
"360","Female","No","No","No","One line","Fiber optic","Mailed check",70.8,70.8,"Yes"
"361","Male","No","No","No","One line","Fiber optic","Electronic check",89.55,89.55,"Yes"
"362","Female","No","No","No","One line","None","Mailed check",19.65,19.65,"No"
"363","Female","No","No","No","None","DSL","Mailed check",29.2,98.5,"No"
"364","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",99.45,7007.6,"Yes"
"365","Female","No","Yes","Yes","None","DSL","Electronic check",50.85,2036.55,"No"
"366","Female","No","No","No","One line","DSL","Electronic check",54.2,140.4,"No"
"367","Male","No","No","No","One line","DSL","Electronic check",49.4,874.8,"Yes"
"368","Female","No","No","Yes","One line","DSL","Mailed check",48.8,953.65,"No"
"369","Male","Yes","No","Yes","One line","DSL","Mailed check",45.75,344.2,"No"
"370","Male","No","No","No","One line","None","Mailed check",20.1,20.1,"Yes"
"371","Female","No","No","No","One line","None","Bank transfer",20,137.6,"Yes"
"372","Male","No","No","No","One line","Fiber optic","Bank transfer",96.5,492.55,"Yes"
"373","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",100.8,6690.75,"No"
"374","Male","No","No","No","One line","None","Mailed check",19.05,19.05,"No"
"375","Male","Yes","No","No","One line","Fiber optic","Electronic check",69.7,572.85,"No"
"376","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",90.55,5116.6,"No"
"377","Female","No","Yes","No","None","DSL","Electronic check",24.8,24.8,"Yes"
"378","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",74.95,825.7,"Yes"
"379","Female","No","No","No","One line","Fiber optic","Credit card",69.05,1815.65,"No"
"380","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",101.5,2917.65,"No"
"381","Male","No","No","No","One line","None","Mailed check",19.55,19.55,"Yes"
"382","Female","No","No","No","One line","Fiber optic","Electronic check",70.85,70.85,"Yes"
"383","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",103.5,6479.4,"No"
"384","Male","No","Yes","Yes","One line","DSL","Credit card",79.05,4663.4,"No"
"385","Male","No","Yes","Yes","One line","None","Mailed check",20.6,414.95,"No"
"386","Female","No","No","No","One line","Fiber optic","Bank transfer",70.25,2868.05,"Yes"
"387","Female","No","Yes","Yes","One line","None","Credit card",21.05,139.75,"No"
"388","Male","No","No","No","One line","Fiber optic","Credit card",70.55,1493.55,"No"
"389","Female","No","Yes","No","None","DSL","Credit card",35.65,646.05,"No"
"390","Female","No","Yes","Yes","One line","None","Mailed check",19.6,780.25,"No"
"391","Female","No","No","No","One line","None","Mailed check",19.5,27.55,"No"
"392","Female","No","No","No","One line","None","Mailed check",19.65,391.7,"No"
"393","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Mailed check",109.6,5953,"No"
"394","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",69.9,69.9,"Yes"
"395","Male","No","No","No","One line","None","Mailed check",20.15,20.15,"Yes"
"396","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85.05,85.05,"Yes"
"397","Female","No","Yes","Yes","One line","Fiber optic","Bank transfer",108.25,5935.1,"No"
"398","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",98.75,1587.55,"Yes"
"399","Female","No","No","Yes","One line","Fiber optic","Electronic check",71.05,472.65,"No"
"400","Female","Yes","Yes","No","None","DSL","Electronic check",30.75,82.85,"No"
"401","Male","No","No","Yes","One line","Fiber optic","Bank transfer",69.75,69.75,"Yes"
"402","Female","No","Yes","Yes","One line","Fiber optic","Mailed check",69.1,69.1,"Yes"
"403","Female","No","No","No","One line","None","Mailed check",19.6,59.75,"Yes"
"404","Male","Yes","No","Yes","One line","DSL","Electronic check",54.55,601.25,"No"
"405","Male","No","No","No","One line","Fiber optic","Electronic check",76.65,1313.55,"Yes"
"406","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",95.05,4504.55,"Yes"
"407","Female","No","No","No","One line","DSL","Credit card",54.55,2455.05,"No"
"408","Female","No","No","No","One line","None","Bank transfer",19.25,19.25,"No"
"409","Male","No","Yes","No","None","DSL","Mailed check",49.8,836.35,"No"
"410","Female","No","Yes","No","Two-plus lines","DSL","Electronic check",51.1,711.15,"No"
"411","Male","No","Yes","Yes","Two-plus lines","DSL","Electronic check",64.4,1802.15,"No"
"412","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",105.8,2998,"No"
"413","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",108.25,6780.1,"No"
"414","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",89.85,1424.95,"Yes"
"415","Male","No","No","Yes","Two-plus lines","DSL","Credit card",55,3092.65,"Yes"
"416","Female","No","No","No","One line","DSL","Mailed check",53.9,834.15,"Yes"
"417","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",70.65,70.65,"Yes"
"418","Female","Yes","No","No","One line","DSL","Mailed check",43.8,2106.05,"No"
"419","Male","No","Yes","No","One line","DSL","Electronic check",53.8,1389.85,"No"
"420","Female","No","No","No","One line","None","Mailed check",19.85,19.85,"No"
"421","Female","No","No","No","Two-plus lines","None","Mailed check",24.8,475.25,"No"
"422","Male","No","No","No","None","DSL","Bank transfer",29.85,75.6,"Yes"
"423","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",85.7,169.8,"Yes"
"424","Female","No","No","No","One line","None","Electronic check",19.75,19.75,"No"
"425","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",74.95,74.95,"Yes"
"426","Female","No","Yes","Yes","One line","None","Electronic check",20.4,321.4,"No"
"427","Male","No","Yes","Yes","Two-plus lines","DSL","Credit card",74.55,3023.55,"No"
"428","Male","No","Yes","No","Two-plus lines","Fiber optic","Credit card",88.8,1672.35,"No"
"429","Female","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",85.4,5869.4,"No"
"430","Male","No","Yes","No","Two-plus lines","None","Electronic check",25.4,1139.2,"No"
"431","Female","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",90.15,2423.4,"No"
"432","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",89.2,990.3,"No"
"433","Male","No","Yes","No","One line","Fiber optic","Electronic check",79.95,857.2,"Yes"
"434","Female","No","No","No","One line","Fiber optic","Credit card",83.9,3233.6,"Yes"
"435","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",95,2462.55,"No"
"436","Male","No","No","No","One line","None","Bank transfer",19.65,19.65,"No"
"437","Male","No","No","No","One line","Fiber optic","Electronic check",91.1,1135.7,"Yes"
"438","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",73.6,520,"Yes"
"439","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",74.45,294.45,"No"
"440","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85.2,695.75,"No"
"441","Female","No","Yes","No","One line","DSL","Bank transfer",54.2,690.5,"No"
"442","Female","No","No","No","One line","DSL","Mailed check",59.5,415.95,"Yes"
"443","Male","No","Yes","Yes","One line","DSL","Electronic check",49.6,939.8,"No"
"444","Male","No","No","No","One line","Fiber optic","Mailed check",86.05,244.85,"No"
"445","Female","No","No","No","One line","DSL","Bank transfer",49.65,267.35,"Yes"
"446","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",89.9,5450.7,"No"
"447","Female","No","No","No","None","DSL","Mailed check",48.25,202.25,"No"
"448","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",108.45,4964.7,"No"
"449","Male","No","Yes","Yes","One line","Fiber optic","Electronic check",75.5,1901.05,"No"
"450","Female","No","Yes","Yes","One line","None","Mailed check",19,233.55,"Yes"
"451","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",76.85,663.55,"No"
"452","Male","No","Yes","Yes","One line","None","Bank transfer",20.4,745.3,"No"
"453","Male","No","No","Yes","Two-plus lines","None","Mailed check",26.35,184.05,"No"
"454","Male","Yes","No","No","One line","Fiber optic","Electronic check",78.75,1218.25,"No"
"455","Female","No","No","No","One line","DSL","Mailed check",49.6,114.7,"Yes"
"456","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",105.95,5341.8,"Yes"
"457","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",75.3,1570.7,"No"
"458","Male","No","No","No","Two-plus lines","DSL","Mailed check",65.25,209.9,"No"
"459","Male","Yes","No","No","One line","Fiber optic","Credit card",90.45,1266.1,"Yes"
"460","Female","No","No","No","One line","None","Mailed check",19.55,389.25,"No"
"461","Male","No","No","No","One line","None","Mailed check",20.1,20.1,"Yes"
"462","Female","No","Yes","Yes","One line","DSL","Mailed check",50.2,2169.4,"No"
"463","Male","No","No","No","Two-plus lines","DSL","Mailed check",54.4,114.1,"Yes"
"464","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",80.25,303.7,"No"
"465","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",99.95,3186.65,"Yes"
"466","Male","No","Yes","Yes","One line","None","Mailed check",19.45,86.05,"No"
"467","Male","No","No","No","One line","DSL","Electronic check",54.3,195.3,"Yes"
"468","Male","Yes","No","No","None","DSL","Bank transfer",34.65,768.45,"No"
"469","Female","No","Yes","No","One line","Fiber optic","Bank transfer",75.75,655.9,"Yes"
"470","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",96.8,5283.95,"Yes"
"471","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",85.35,1375.15,"Yes"
"472","Male","Yes","No","No","None","DSL","Electronic check",43.65,526.95,"Yes"
"473","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",88.85,372.45,"Yes"
"474","Male","No","No","No","One line","Fiber optic","Electronic check",79.9,79.9,"Yes"
"475","Male","Yes","No","No","One line","Fiber optic","Electronic check",89.95,1648.45,"No"
"476","Male","No","Yes","No","One line","DSL","Mailed check",70.05,564.4,"No"
"477","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",78.55,149.55,"Yes"
"478","Male","No","No","No","One line","Fiber optic","Electronic check",89.55,2187.15,"No"
"479","Male","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",79.35,3344.1,"No"
"480","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",106.1,2249.95,"Yes"
"481","Female","No","No","No","Two-plus lines","DSL","Electronic check",50.3,913.3,"No"
"482","Male","No","Yes","No","One line","Fiber optic","Electronic check",84.6,959.9,"No"
"483","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",75.5,220.6,"Yes"
"484","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",110.75,5832,"No"
"485","Male","No","No","No","None","DSL","Bank transfer",30.3,1380.1,"Yes"
"486","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",98.4,5149.5,"Yes"
"487","Female","Yes","No","No","Two-plus lines","DSL","Credit card",55,757.1,"Yes"
"488","Female","No","No","No","None","DSL","Bank transfer",25.05,189.95,"No"
"489","Male","No","No","No","None","DSL","Electronic check",24.25,24.25,"Yes"
"490","Male","No","No","No","None","DSL","Electronic check",24.95,190.25,"No"
"491","Female","No","No","No","One line","None","Mailed check",20.05,83.3,"No"
"492","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",86.05,834.1,"Yes"
"493","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",103.4,6603,"Yes"
"494","Male","No","No","Yes","One line","None","Mailed check",19.55,128.6,"No"
"495","Male","No","Yes","No","One line","Fiber optic","Credit card",94.15,5731.85,"No"
"496","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",80,1029.35,"No"
"497","Male","No","No","No","One line","None","Bank transfer",20.05,20.05,"Yes"
"498","Male","No","Yes","Yes","Two-plus lines","DSL","Bank transfer",71.6,1957.1,"No"
"499","Male","No","No","No","One line","DSL","Electronic check",60.9,688.5,"No"
"500","Female","No","Yes","Yes","Two-plus lines","DSL","Electronic check",48.8,349.8,"No"
"501","Male","No","No","No","One line","DSL","Credit card",78.65,483.3,"No"
"502","Male","No","Yes","Yes","One line","DSL","Bank transfer",59.65,683.25,"No"
"503","Male","No","Yes","Yes","None","DSL","Bank transfer",30.35,678.75,"No"
"504","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",70.3,70.3,"Yes"
"505","Female","No","Yes","Yes","Two-plus lines","DSL","Electronic check",66.35,740.8,"Yes"
"506","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",94.3,424.45,"Yes"
"507","Female","No","No","No","One line","DSL","Mailed check",48.8,1536.75,"No"
"508","Male","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",91,1430.05,"No"
"509","Female","No","No","No","One line","None","Mailed check",20.05,164.85,"Yes"
"510","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",80.55,1248.9,"No"
"511","Female","No","No","No","One line","None","Credit card",20.45,147.55,"No"
"512","Male","No","No","No","One line","None","Mailed check",18.95,130.55,"No"
